job_title,job_description,company,location
Data Science,"We are looking for a Data Scientist with 3+ years experience. Must have: Python, SQL, Machine Learning, Deep Learning, TensorFlow, NLP, Docker, AWS, Git. Nice to have: Spark, Kubernetes, MLflow. B.Tech or M.Tech in Computer Science or related field required.",CloudBase,Chennai
Data Analyst,"Data Analyst needed with 5+ years experience. Must have: SQL, Excel, Power BI, Tableau, Python, Statistics, Data Visualization. Nice to have: R, Machine Learning, ETL. B.Sc or MBA preferred.",CodeWorks,Hyderabad
Testing,"QA Engineer with 3+ years. Required: Selenium, Python or Java, Manual Testing, JIRA, Git, Agile. Nice to have: API Testing, Performance Testing, JMeter. B.Tech preferred.",DataInc,Remote
Python Developer,"Python Developer with 2+ years. Required: Python, Django or Flask, REST API, SQL, Git, Docker. Nice to have: AWS, Redis, GraphQL, Celery. B.Tech IT or CSE.",CodeWorks,Hyderabad
Data Analyst,"Data Analyst needed with 3+ years experience. Must have: SQL, Excel, Power BI, Tableau, Python, Statistics, Data Visualization. Nice to have: R, Machine Learning, ETL. B.Sc or MBA preferred.",InnovateTech,Chennai
Web Developer,"Hiring Full Stack Web Developer with 1+ years. Required: JavaScript, React, Node.js, HTML, CSS, SQL, Git, REST API, Docker. Nice to have: TypeScript, AWS, GraphQL. Degree in Computer Science preferred.",DataInc,Mumbai
Machine Learning Engineer,"ML Engineer needed with 5+ years. Required: Python, TensorFlow, PyTorch, Machine Learning, Docker, AWS, Git, SQL. Nice to have: Kubernetes, MLflow, Spark, Airflow.",DataInc,Bangalore
Data Science,"We are looking for a Data Scientist with 5+ years experience. Must have: Python, SQL, Machine Learning, Deep Learning, TensorFlow, NLP, Docker, AWS, Git. Nice to have: Spark, Kubernetes, MLflow. B.Tech or M.Tech in Computer Science or related field required.",DevHouse,Bangalore
Data Science,"We are looking for a Data Scientist with 5+ years experience. Must have: Python, SQL, Machine Learning, Deep Learning, TensorFlow, NLP, Docker, AWS, Git. Nice to have: Spark, Kubernetes, MLflow. B.Tech or M.Tech in Computer Science or related field required.",CloudBase,Hyderabad
Python Developer,"Python Developer with 5+ years. Required: Python, Django or Flask, REST API, SQL, Git, Docker. Nice to have: AWS, Redis, GraphQL, Celery. B.Tech IT or CSE.",CloudBase,Chennai
Web Developer,"Hiring Full Stack Web Developer with 5+ years. Required: JavaScript, React, Node.js, HTML, CSS, SQL, Git, REST API, Docker. Nice to have: TypeScript, AWS, GraphQL. Degree in Computer Science preferred.",TechCorp,Remote
Java Developer,"Java Developer with 2+ years experience. Must have: Java, Spring Boot, REST API, SQL, Git, Docker, Maven. Nice to have: Kubernetes, AWS, Microservices. B.Tech CSE required.",WebSols,Remote
Testing,"QA Engineer with 2+ years. Required: Selenium, Python or Java, Manual Testing, JIRA, Git, Agile. Nice to have: API Testing, Performance Testing, JMeter. B.Tech preferred.",WebSols,Pune
Web Developer,"Hiring Full Stack Web Developer with 5+ years. Required: JavaScript, React, Node.js, HTML, CSS, SQL, Git, REST API, Docker. Nice to have: TypeScript, AWS, GraphQL. Degree in Computer Science preferred.",DevHouse,Chennai
Python Developer,"Python Developer with 1+ years. Required: Python, Django or Flask, REST API, SQL, Git, Docker. Nice to have: AWS, Redis, GraphQL, Celery. B.Tech IT or CSE.",AI Labs,Hyderabad
Python Developer,"Python Developer with 2+ years. Required: Python, Django or Flask, REST API, SQL, Git, Docker. Nice to have: AWS, Redis, GraphQL, Celery. B.Tech IT or CSE.",AI Labs,Chennai
Data Science,"We are looking for a Data Scientist with 2+ years experience. Must have: Python, SQL, Machine Learning, Deep Learning, TensorFlow, NLP, Docker, AWS, Git. Nice to have: Spark, Kubernetes, MLflow. B.Tech or M.Tech in Computer Science or related field required.",TechCorp,Hyderabad
Java Developer,"Java Developer with 2+ years experience. Must have: Java, Spring Boot, REST API, SQL, Git, Docker, Maven. Nice to have: Kubernetes, AWS, Microservices. B.Tech CSE required.",DataInc,Bangalore
Python Developer,"Python Developer with 4+ years. Required: Python, Django or Flask, REST API, SQL, Git, Docker. Nice to have: AWS, Redis, GraphQL, Celery. B.Tech IT or CSE.",CodeWorks,Hyderabad
SQL Developer,"SQL Developer with 2+ years. Must have: SQL, MySQL or PostgreSQL, Stored Procedures, ETL, Power BI. Nice to have: Python, Oracle, Data Warehousing. B.Sc CS or MCA.",InnovateTech,Remote
Data Science,"We are looking for a Data Scientist with 3+ years experience. Must have: Python, SQL, Machine Learning, Deep Learning, TensorFlow, NLP, Docker, AWS, Git. Nice to have: Spark, Kubernetes, MLflow. B.Tech or M.Tech in Computer Science or related field required.",TechCorp,Remote
Data Analyst,"Data Analyst needed with 5+ years experience. Must have: SQL, Excel, Power BI, Tableau, Python, Statistics, Data Visualization. Nice to have: R, Machine Learning, ETL. B.Sc or MBA preferred.",InnovateTech,Pune
Data Science,"We are looking for a Data Scientist with 2+ years experience. Must have: Python, SQL, Machine Learning, Deep Learning, TensorFlow, NLP, Docker, AWS, Git. Nice to have: Spark, Kubernetes, MLflow. B.Tech or M.Tech in Computer Science or related field required.",WebSols,Hyderabad
Data Science,"We are looking for a Data Scientist with 3+ years experience. Must have: Python, SQL, Machine Learning, Deep Learning, TensorFlow, NLP, Docker, AWS, Git. Nice to have: Spark, Kubernetes, MLflow. B.Tech or M.Tech in Computer Science or related field required.",InnovateTech,Pune
Testing,"QA Engineer with 3+ years. Required: Selenium, Python or Java, Manual Testing, JIRA, Git, Agile. Nice to have: API Testing, Performance Testing, JMeter. B.Tech preferred.",InnovateTech,Bangalore
Android Developer,"Android Developer with 4+ years. Required: Kotlin, Java, Android SDK, REST API, Git, Firebase. Nice to have: Jetpack Compose, MVVM, Coroutines. B.Tech CSE.",DevHouse,Hyderabad
Data Science,"We are looking for a Data Scientist with 5+ years experience. Must have: Python, SQL, Machine Learning, Deep Learning, TensorFlow, NLP, Docker, AWS, Git. Nice to have: Spark, Kubernetes, MLflow. B.Tech or M.Tech in Computer Science or related field required.",DevHouse,Chennai
Java Developer,"Java Developer with 4+ years experience. Must have: Java, Spring Boot, REST API, SQL, Git, Docker, Maven. Nice to have: Kubernetes, AWS, Microservices. B.Tech CSE required.",CodeWorks,Hyderabad
SQL Developer,"SQL Developer with 5+ years. Must have: SQL, MySQL or PostgreSQL, Stored Procedures, ETL, Power BI. Nice to have: Python, Oracle, Data Warehousing. B.Sc CS or MCA.",WebSols,Mumbai
Web Developer,"Hiring Full Stack Web Developer with 2+ years. Required: JavaScript, React, Node.js, HTML, CSS, SQL, Git, REST API, Docker. Nice to have: TypeScript, AWS, GraphQL. Degree in Computer Science preferred.",CodeWorks,Mumbai
Data Analyst,"Data Analyst needed with 2+ years experience. Must have: SQL, Excel, Power BI, Tableau, Python, Statistics, Data Visualization. Nice to have: R, Machine Learning, ETL. B.Sc or MBA preferred.",CodeWorks,Remote
DevOps Engineer,"DevOps Engineer with 3+ years. Required: Docker, Kubernetes, Jenkins, AWS, Git, Linux, CI/CD, Terraform. Nice to have: Azure, GCP, Ansible, Prometheus. B.Tech preferred.",WebSols,Pune
SQL Developer,"SQL Developer with 3+ years. Must have: SQL, MySQL or PostgreSQL, Stored Procedures, ETL, Power BI. Nice to have: Python, Oracle, Data Warehousing. B.Sc CS or MCA.",DataInc,Pune
Data Science,"We are looking for a Data Scientist with 3+ years experience. Must have: Python, SQL, Machine Learning, Deep Learning, TensorFlow, NLP, Docker, AWS, Git. Nice to have: Spark, Kubernetes, MLflow. B.Tech or M.Tech in Computer Science or related field required.",DevHouse,Remote
SQL Developer,"SQL Developer with 3+ years. Must have: SQL, MySQL or PostgreSQL, Stored Procedures, ETL, Power BI. Nice to have: Python, Oracle, Data Warehousing. B.Sc CS or MCA.",DataInc,Hyderabad
Testing,"QA Engineer with 4+ years. Required: Selenium, Python or Java, Manual Testing, JIRA, Git, Agile. Nice to have: API Testing, Performance Testing, JMeter. B.Tech preferred.",WebSols,Pune
Data Science,"We are looking for a Data Scientist with 3+ years experience. Must have: Python, SQL, Machine Learning, Deep Learning, TensorFlow, NLP, Docker, AWS, Git. Nice to have: Spark, Kubernetes, MLflow. B.Tech or M.Tech in Computer Science or related field required.",CodeWorks,Pune
Data Science,"We are looking for a Data Scientist with 3+ years experience. Must have: Python, SQL, Machine Learning, Deep Learning, TensorFlow, NLP, Docker, AWS, Git. Nice to have: Spark, Kubernetes, MLflow. B.Tech or M.Tech in Computer Science or related field required.",CloudBase,Pune
Testing,"QA Engineer with 3+ years. Required: Selenium, Python or Java, Manual Testing, JIRA, Git, Agile. Nice to have: API Testing, Performance Testing, JMeter. B.Tech preferred.",CodeWorks,Mumbai
Data Analyst,"Data Analyst needed with 5+ years experience. Must have: SQL, Excel, Power BI, Tableau, Python, Statistics, Data Visualization. Nice to have: R, Machine Learning, ETL. B.Sc or MBA preferred.",CloudBase,Mumbai
Data Science,"We are looking for a Data Scientist with 5+ years experience. Must have: Python, SQL, Machine Learning, Deep Learning, TensorFlow, NLP, Docker, AWS, Git. Nice to have: Spark, Kubernetes, MLflow. B.Tech or M.Tech in Computer Science or related field required.",InnovateTech,Delhi
Machine Learning Engineer,"ML Engineer needed with 3+ years. Required: Python, TensorFlow, PyTorch, Machine Learning, Docker, AWS, Git, SQL. Nice to have: Kubernetes, MLflow, Spark, Airflow.",TechCorp,Remote
Testing,"QA Engineer with 4+ years. Required: Selenium, Python or Java, Manual Testing, JIRA, Git, Agile. Nice to have: API Testing, Performance Testing, JMeter. B.Tech preferred.",InnovateTech,Delhi
Data Analyst,"Data Analyst needed with 1+ years experience. Must have: SQL, Excel, Power BI, Tableau, Python, Statistics, Data Visualization. Nice to have: R, Machine Learning, ETL. B.Sc or MBA preferred.",CloudBase,Mumbai
Data Analyst,"Data Analyst needed with 4+ years experience. Must have: SQL, Excel, Power BI, Tableau, Python, Statistics, Data Visualization. Nice to have: R, Machine Learning, ETL. B.Sc or MBA preferred.",InnovateTech,Mumbai
Machine Learning Engineer,"ML Engineer needed with 4+ years. Required: Python, TensorFlow, PyTorch, Machine Learning, Docker, AWS, Git, SQL. Nice to have: Kubernetes, MLflow, Spark, Airflow.",CodeWorks,Hyderabad
Android Developer,"Android Developer with 1+ years. Required: Kotlin, Java, Android SDK, REST API, Git, Firebase. Nice to have: Jetpack Compose, MVVM, Coroutines. B.Tech CSE.",DevHouse,Bangalore
Machine Learning Engineer,"ML Engineer needed with 1+ years. Required: Python, TensorFlow, PyTorch, Machine Learning, Docker, AWS, Git, SQL. Nice to have: Kubernetes, MLflow, Spark, Airflow.",DevHouse,Chennai
Data Analyst,"Data Analyst needed with 1+ years experience. Must have: SQL, Excel, Power BI, Tableau, Python, Statistics, Data Visualization. Nice to have: R, Machine Learning, ETL. B.Sc or MBA preferred.",CodeWorks,Pune
Android Developer,"Android Developer with 1+ years. Required: Kotlin, Java, Android SDK, REST API, Git, Firebase. Nice to have: Jetpack Compose, MVVM, Coroutines. B.Tech CSE.",InnovateTech,Hyderabad
Android Developer,"Android Developer with 5+ years. Required: Kotlin, Java, Android SDK, REST API, Git, Firebase. Nice to have: Jetpack Compose, MVVM, Coroutines. B.Tech CSE.",CloudBase,Pune
Machine Learning Engineer,"ML Engineer needed with 3+ years. Required: Python, TensorFlow, PyTorch, Machine Learning, Docker, AWS, Git, SQL. Nice to have: Kubernetes, MLflow, Spark, Airflow.",DevHouse,Bangalore
SQL Developer,"SQL Developer with 2+ years. Must have: SQL, MySQL or PostgreSQL, Stored Procedures, ETL, Power BI. Nice to have: Python, Oracle, Data Warehousing. B.Sc CS or MCA.",CloudBase,Pune
Python Developer,"Python Developer with 1+ years. Required: Python, Django or Flask, REST API, SQL, Git, Docker. Nice to have: AWS, Redis, GraphQL, Celery. B.Tech IT or CSE.",TechCorp,Pune
Testing,"QA Engineer with 5+ years. Required: Selenium, Python or Java, Manual Testing, JIRA, Git, Agile. Nice to have: API Testing, Performance Testing, JMeter. B.Tech preferred.",WebSols,Mumbai
Data Analyst,"Data Analyst needed with 1+ years experience. Must have: SQL, Excel, Power BI, Tableau, Python, Statistics, Data Visualization. Nice to have: R, Machine Learning, ETL. B.Sc or MBA preferred.",CloudBase,Pune
Android Developer,"Android Developer with 2+ years. Required: Kotlin, Java, Android SDK, REST API, Git, Firebase. Nice to have: Jetpack Compose, MVVM, Coroutines. B.Tech CSE.",CodeWorks,Hyderabad
Web Developer,"Hiring Full Stack Web Developer with 1+ years. Required: JavaScript, React, Node.js, HTML, CSS, SQL, Git, REST API, Docker. Nice to have: TypeScript, AWS, GraphQL. Degree in Computer Science preferred.",DataInc,Bangalore
Java Developer,"Java Developer with 4+ years experience. Must have: Java, Spring Boot, REST API, SQL, Git, Docker, Maven. Nice to have: Kubernetes, AWS, Microservices. B.Tech CSE required.",CloudBase,Pune
Machine Learning Engineer,"ML Engineer needed with 2+ years. Required: Python, TensorFlow, PyTorch, Machine Learning, Docker, AWS, Git, SQL. Nice to have: Kubernetes, MLflow, Spark, Airflow.",DevHouse,Delhi
Testing,"QA Engineer with 1+ years. Required: Selenium, Python or Java, Manual Testing, JIRA, Git, Agile. Nice to have: API Testing, Performance Testing, JMeter. B.Tech preferred.",CodeWorks,Chennai
Android Developer,"Android Developer with 1+ years. Required: Kotlin, Java, Android SDK, REST API, Git, Firebase. Nice to have: Jetpack Compose, MVVM, Coroutines. B.Tech CSE.",WebSols,Chennai
SQL Developer,"SQL Developer with 3+ years. Must have: SQL, MySQL or PostgreSQL, Stored Procedures, ETL, Power BI. Nice to have: Python, Oracle, Data Warehousing. B.Sc CS or MCA.",DataInc,Delhi
Python Developer,"Python Developer with 2+ years. Required: Python, Django or Flask, REST API, SQL, Git, Docker. Nice to have: AWS, Redis, GraphQL, Celery. B.Tech IT or CSE.",DevHouse,Hyderabad
Data Analyst,"Data Analyst needed with 1+ years experience. Must have: SQL, Excel, Power BI, Tableau, Python, Statistics, Data Visualization. Nice to have: R, Machine Learning, ETL. B.Sc or MBA preferred.",TechCorp,Bangalore
Java Developer,"Java Developer with 2+ years experience. Must have: Java, Spring Boot, REST API, SQL, Git, Docker, Maven. Nice to have: Kubernetes, AWS, Microservices. B.Tech CSE required.",TechCorp,Chennai
Data Analyst,"Data Analyst needed with 3+ years experience. Must have: SQL, Excel, Power BI, Tableau, Python, Statistics, Data Visualization. Nice to have: R, Machine Learning, ETL. B.Sc or MBA preferred.",DevHouse,Hyderabad
Web Developer,"Hiring Full Stack Web Developer with 2+ years. Required: JavaScript, React, Node.js, HTML, CSS, SQL, Git, REST API, Docker. Nice to have: TypeScript, AWS, GraphQL. Degree in Computer Science preferred.",CodeWorks,Bangalore
Machine Learning Engineer,"ML Engineer needed with 4+ years. Required: Python, TensorFlow, PyTorch, Machine Learning, Docker, AWS, Git, SQL. Nice to have: Kubernetes, MLflow, Spark, Airflow.",DataInc,Delhi
Android Developer,"Android Developer with 4+ years. Required: Kotlin, Java, Android SDK, REST API, Git, Firebase. Nice to have: Jetpack Compose, MVVM, Coroutines. B.Tech CSE.",CodeWorks,Remote
Testing,"QA Engineer with 2+ years. Required: Selenium, Python or Java, Manual Testing, JIRA, Git, Agile. Nice to have: API Testing, Performance Testing, JMeter. B.Tech preferred.",DevHouse,Bangalore
Web Developer,"Hiring Full Stack Web Developer with 2+ years. Required: JavaScript, React, Node.js, HTML, CSS, SQL, Git, REST API, Docker. Nice to have: TypeScript, AWS, GraphQL. Degree in Computer Science preferred.",DataInc,Bangalore
Java Developer,"Java Developer with 2+ years experience. Must have: Java, Spring Boot, REST API, SQL, Git, Docker, Maven. Nice to have: Kubernetes, AWS, Microservices. B.Tech CSE required.",InnovateTech,Hyderabad
Machine Learning Engineer,"ML Engineer needed with 5+ years. Required: Python, TensorFlow, PyTorch, Machine Learning, Docker, AWS, Git, SQL. Nice to have: Kubernetes, MLflow, Spark, Airflow.",DevHouse,Hyderabad
Machine Learning Engineer,"ML Engineer needed with 3+ years. Required: Python, TensorFlow, PyTorch, Machine Learning, Docker, AWS, Git, SQL. Nice to have: Kubernetes, MLflow, Spark, Airflow.",DataInc,Chennai
Machine Learning Engineer,"ML Engineer needed with 5+ years. Required: Python, TensorFlow, PyTorch, Machine Learning, Docker, AWS, Git, SQL. Nice to have: Kubernetes, MLflow, Spark, Airflow.",CloudBase,Pune
Java Developer,"Java Developer with 3+ years experience. Must have: Java, Spring Boot, REST API, SQL, Git, Docker, Maven. Nice to have: Kubernetes, AWS, Microservices. B.Tech CSE required.",AI Labs,Remote
Web Developer,"Hiring Full Stack Web Developer with 1+ years. Required: JavaScript, React, Node.js, HTML, CSS, SQL, Git, REST API, Docker. Nice to have: TypeScript, AWS, GraphQL. Degree in Computer Science preferred.",TechCorp,Hyderabad
Testing,"QA Engineer with 2+ years. Required: Selenium, Python or Java, Manual Testing, JIRA, Git, Agile. Nice to have: API Testing, Performance Testing, JMeter. B.Tech preferred.",DevHouse,Chennai
Android Developer,"Android Developer with 3+ years. Required: Kotlin, Java, Android SDK, REST API, Git, Firebase. Nice to have: Jetpack Compose, MVVM, Coroutines. B.Tech CSE.",AI Labs,Chennai
Python Developer,"Python Developer with 1+ years. Required: Python, Django or Flask, REST API, SQL, Git, Docker. Nice to have: AWS, Redis, GraphQL, Celery. B.Tech IT or CSE.",AI Labs,Remote
Data Analyst,"Data Analyst needed with 3+ years experience. Must have: SQL, Excel, Power BI, Tableau, Python, Statistics, Data Visualization. Nice to have: R, Machine Learning, ETL. B.Sc or MBA preferred.",TechCorp,Mumbai
DevOps Engineer,"DevOps Engineer with 5+ years. Required: Docker, Kubernetes, Jenkins, AWS, Git, Linux, CI/CD, Terraform. Nice to have: Azure, GCP, Ansible, Prometheus. B.Tech preferred.",CloudBase,Remote
Python Developer,"Python Developer with 1+ years. Required: Python, Django or Flask, REST API, SQL, Git, Docker. Nice to have: AWS, Redis, GraphQL, Celery. B.Tech IT or CSE.",DataInc,Delhi
Python Developer,"Python Developer with 5+ years. Required: Python, Django or Flask, REST API, SQL, Git, Docker. Nice to have: AWS, Redis, GraphQL, Celery. B.Tech IT or CSE.",AI Labs,Pune
Android Developer,"Android Developer with 5+ years. Required: Kotlin, Java, Android SDK, REST API, Git, Firebase. Nice to have: Jetpack Compose, MVVM, Coroutines. B.Tech CSE.",TechCorp,Delhi
Android Developer,"Android Developer with 4+ years. Required: Kotlin, Java, Android SDK, REST API, Git, Firebase. Nice to have: Jetpack Compose, MVVM, Coroutines. B.Tech CSE.",WebSols,Remote
Java Developer,"Java Developer with 1+ years experience. Must have: Java, Spring Boot, REST API, SQL, Git, Docker, Maven. Nice to have: Kubernetes, AWS, Microservices. B.Tech CSE required.",CloudBase,Pune
Android Developer,"Android Developer with 5+ years. Required: Kotlin, Java, Android SDK, REST API, Git, Firebase. Nice to have: Jetpack Compose, MVVM, Coroutines. B.Tech CSE.",WebSols,Delhi
Java Developer,"Java Developer with 5+ years experience. Must have: Java, Spring Boot, REST API, SQL, Git, Docker, Maven. Nice to have: Kubernetes, AWS, Microservices. B.Tech CSE required.",WebSols,Delhi
Android Developer,"Android Developer with 3+ years. Required: Kotlin, Java, Android SDK, REST API, Git, Firebase. Nice to have: Jetpack Compose, MVVM, Coroutines. B.Tech CSE.",DataInc,Delhi
Python Developer,"Python Developer with 1+ years. Required: Python, Django or Flask, REST API, SQL, Git, Docker. Nice to have: AWS, Redis, GraphQL, Celery. B.Tech IT or CSE.",DataInc,Remote
Data Science,"We are looking for a Data Scientist with 3+ years experience. Must have: Python, SQL, Machine Learning, Deep Learning, TensorFlow, NLP, Docker, AWS, Git. Nice to have: Spark, Kubernetes, MLflow. B.Tech or M.Tech in Computer Science or related field required.",DevHouse,Hyderabad
Machine Learning Engineer,"ML Engineer needed with 2+ years. Required: Python, TensorFlow, PyTorch, Machine Learning, Docker, AWS, Git, SQL. Nice to have: Kubernetes, MLflow, Spark, Airflow.",DevHouse,Bangalore
Data Analyst,"Data Analyst needed with 4+ years experience. Must have: SQL, Excel, Power BI, Tableau, Python, Statistics, Data Visualization. Nice to have: R, Machine Learning, ETL. B.Sc or MBA preferred.",CodeWorks,Pune
Android Developer,"Android Developer with 5+ years. Required: Kotlin, Java, Android SDK, REST API, Git, Firebase. Nice to have: Jetpack Compose, MVVM, Coroutines. B.Tech CSE.",DataInc,Bangalore
Java Developer,"Java Developer with 5+ years experience. Must have: Java, Spring Boot, REST API, SQL, Git, Docker, Maven. Nice to have: Kubernetes, AWS, Microservices. B.Tech CSE required.",WebSols,Pune
SQL Developer,"SQL Developer with 2+ years. Must have: SQL, MySQL or PostgreSQL, Stored Procedures, ETL, Power BI. Nice to have: Python, Oracle, Data Warehousing. B.Sc CS or MCA.",WebSols,Hyderabad
Python Developer,"Python Developer with 2+ years. Required: Python, Django or Flask, REST API, SQL, Git, Docker. Nice to have: AWS, Redis, GraphQL, Celery. B.Tech IT or CSE.",InnovateTech,Remote
Web Developer,"Hiring Full Stack Web Developer with 2+ years. Required: JavaScript, React, Node.js, HTML, CSS, SQL, Git, REST API, Docker. Nice to have: TypeScript, AWS, GraphQL. Degree in Computer Science preferred.",CodeWorks,Delhi
Data Analyst,"Data Analyst needed with 4+ years experience. Must have: SQL, Excel, Power BI, Tableau, Python, Statistics, Data Visualization. Nice to have: R, Machine Learning, ETL. B.Sc or MBA preferred.",DevHouse,Hyderabad
Web Developer,"Hiring Full Stack Web Developer with 4+ years. Required: JavaScript, React, Node.js, HTML, CSS, SQL, Git, REST API, Docker. Nice to have: TypeScript, AWS, GraphQL. Degree in Computer Science preferred.",DevHouse,Chennai
SQL Developer,"SQL Developer with 3+ years. Must have: SQL, MySQL or PostgreSQL, Stored Procedures, ETL, Power BI. Nice to have: Python, Oracle, Data Warehousing. B.Sc CS or MCA.",InnovateTech,Mumbai
Data Science,"We are looking for a Data Scientist with 3+ years experience. Must have: Python, SQL, Machine Learning, Deep Learning, TensorFlow, NLP, Docker, AWS, Git. Nice to have: Spark, Kubernetes, MLflow. B.Tech or M.Tech in Computer Science or related field required.",InnovateTech,Bangalore
Android Developer,"Android Developer with 4+ years. Required: Kotlin, Java, Android SDK, REST API, Git, Firebase. Nice to have: Jetpack Compose, MVVM, Coroutines. B.Tech CSE.",DataInc,Pune
DevOps Engineer,"DevOps Engineer with 3+ years. Required: Docker, Kubernetes, Jenkins, AWS, Git, Linux, CI/CD, Terraform. Nice to have: Azure, GCP, Ansible, Prometheus. B.Tech preferred.",AI Labs,Pune
DevOps Engineer,"DevOps Engineer with 1+ years. Required: Docker, Kubernetes, Jenkins, AWS, Git, Linux, CI/CD, Terraform. Nice to have: Azure, GCP, Ansible, Prometheus. B.Tech preferred.",CodeWorks,Chennai
Machine Learning Engineer,"ML Engineer needed with 1+ years. Required: Python, TensorFlow, PyTorch, Machine Learning, Docker, AWS, Git, SQL. Nice to have: Kubernetes, MLflow, Spark, Airflow.",AI Labs,Mumbai
Machine Learning Engineer,"ML Engineer needed with 2+ years. Required: Python, TensorFlow, PyTorch, Machine Learning, Docker, AWS, Git, SQL. Nice to have: Kubernetes, MLflow, Spark, Airflow.",TechCorp,Bangalore
Machine Learning Engineer,"ML Engineer needed with 2+ years. Required: Python, TensorFlow, PyTorch, Machine Learning, Docker, AWS, Git, SQL. Nice to have: Kubernetes, MLflow, Spark, Airflow.",DevHouse,Remote
Android Developer,"Android Developer with 1+ years. Required: Kotlin, Java, Android SDK, REST API, Git, Firebase. Nice to have: Jetpack Compose, MVVM, Coroutines. B.Tech CSE.",WebSols,Chennai
Machine Learning Engineer,"ML Engineer needed with 1+ years. Required: Python, TensorFlow, PyTorch, Machine Learning, Docker, AWS, Git, SQL. Nice to have: Kubernetes, MLflow, Spark, Airflow.",InnovateTech,Chennai
SQL Developer,"SQL Developer with 3+ years. Must have: SQL, MySQL or PostgreSQL, Stored Procedures, ETL, Power BI. Nice to have: Python, Oracle, Data Warehousing. B.Sc CS or MCA.",DataInc,Remote
Data Science,"We are looking for a Data Scientist with 4+ years experience. Must have: Python, SQL, Machine Learning, Deep Learning, TensorFlow, NLP, Docker, AWS, Git. Nice to have: Spark, Kubernetes, MLflow. B.Tech or M.Tech in Computer Science or related field required.",CodeWorks,Remote
Android Developer,"Android Developer with 3+ years. Required: Kotlin, Java, Android SDK, REST API, Git, Firebase. Nice to have: Jetpack Compose, MVVM, Coroutines. B.Tech CSE.",TechCorp,Remote
Data Analyst,"Data Analyst needed with 5+ years experience. Must have: SQL, Excel, Power BI, Tableau, Python, Statistics, Data Visualization. Nice to have: R, Machine Learning, ETL. B.Sc or MBA preferred.",InnovateTech,Remote
Web Developer,"Hiring Full Stack Web Developer with 2+ years. Required: JavaScript, React, Node.js, HTML, CSS, SQL, Git, REST API, Docker. Nice to have: TypeScript, AWS, GraphQL. Degree in Computer Science preferred.",DevHouse,Bangalore
Data Science,"We are looking for a Data Scientist with 4+ years experience. Must have: Python, SQL, Machine Learning, Deep Learning, TensorFlow, NLP, Docker, AWS, Git. Nice to have: Spark, Kubernetes, MLflow. B.Tech or M.Tech in Computer Science or related field required.",AI Labs,Bangalore
DevOps Engineer,"DevOps Engineer with 4+ years. Required: Docker, Kubernetes, Jenkins, AWS, Git, Linux, CI/CD, Terraform. Nice to have: Azure, GCP, Ansible, Prometheus. B.Tech preferred.",CloudBase,Hyderabad
Machine Learning Engineer,"ML Engineer needed with 2+ years. Required: Python, TensorFlow, PyTorch, Machine Learning, Docker, AWS, Git, SQL. Nice to have: Kubernetes, MLflow, Spark, Airflow.",DataInc,Chennai
Testing,"QA Engineer with 4+ years. Required: Selenium, Python or Java, Manual Testing, JIRA, Git, Agile. Nice to have: API Testing, Performance Testing, JMeter. B.Tech preferred.",TechCorp,Bangalore
Python Developer,"Python Developer with 3+ years. Required: Python, Django or Flask, REST API, SQL, Git, Docker. Nice to have: AWS, Redis, GraphQL, Celery. B.Tech IT or CSE.",DataInc,Mumbai
Testing,"QA Engineer with 3+ years. Required: Selenium, Python or Java, Manual Testing, JIRA, Git, Agile. Nice to have: API Testing, Performance Testing, JMeter. B.Tech preferred.",CodeWorks,Chennai
Machine Learning Engineer,"ML Engineer needed with 1+ years. Required: Python, TensorFlow, PyTorch, Machine Learning, Docker, AWS, Git, SQL. Nice to have: Kubernetes, MLflow, Spark, Airflow.",DevHouse,Hyderabad
Python Developer,"Python Developer with 1+ years. Required: Python, Django or Flask, REST API, SQL, Git, Docker. Nice to have: AWS, Redis, GraphQL, Celery. B.Tech IT or CSE.",AI Labs,Hyderabad
SQL Developer,"SQL Developer with 1+ years. Must have: SQL, MySQL or PostgreSQL, Stored Procedures, ETL, Power BI. Nice to have: Python, Oracle, Data Warehousing. B.Sc CS or MCA.",TechCorp,Remote
Data Analyst,"Data Analyst needed with 2+ years experience. Must have: SQL, Excel, Power BI, Tableau, Python, Statistics, Data Visualization. Nice to have: R, Machine Learning, ETL. B.Sc or MBA preferred.",InnovateTech,Mumbai
Android Developer,"Android Developer with 3+ years. Required: Kotlin, Java, Android SDK, REST API, Git, Firebase. Nice to have: Jetpack Compose, MVVM, Coroutines. B.Tech CSE.",DataInc,Mumbai
Data Analyst,"Data Analyst needed with 3+ years experience. Must have: SQL, Excel, Power BI, Tableau, Python, Statistics, Data Visualization. Nice to have: R, Machine Learning, ETL. B.Sc or MBA preferred.",WebSols,Bangalore
SQL Developer,"SQL Developer with 3+ years. Must have: SQL, MySQL or PostgreSQL, Stored Procedures, ETL, Power BI. Nice to have: Python, Oracle, Data Warehousing. B.Sc CS or MCA.",TechCorp,Remote
Python Developer,"Python Developer with 3+ years. Required: Python, Django or Flask, REST API, SQL, Git, Docker. Nice to have: AWS, Redis, GraphQL, Celery. B.Tech IT or CSE.",InnovateTech,Remote
